UR	SR	humanSubj Freq	"AGREE(back,nonlocal)"	"AGREE(front,local)"	"AGREE(nonhigh_front,local)"	"AGREE(low_front,local)"	"AGREE(double_front,local)"	USE_FRONT/bilabial__	"USE_FRONT/[+cor,+son]__"	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__	Observed Probability p(SR|UR)	t=1.5 Predicted Probability	t=1.5 Error	t=1 Predicted Probability	t=1 Error
mosztakspip	mosztakspipnek	1	1	0	0	0	0	0	0	0	0	0	1	0.302940716	-0.697059284	0.222700139	-0.777299861
atircs	atircsnak	1	0	1	0	0	0	0	0	1	1	0	1	0.669664197	-0.330335803	0.742690545	-0.257309455
atircs	atircsnek	0	1	0	0	0	0	0	0	0	0	0	0	0.330335803	0.330335803	0.257309455	0.257309455
vatópzell	vatópzellnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
vatópzell	vatópzellnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
Hózít	Hózítnak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
Hózít	Hózítnek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
Emb	Embnak	0	0	1	1	1	0	1	0	0	1	0	0	0.001020271	0.001020271	3.26E-05	3.26E-05
Emb	Embnek	1	0	0	0	0	0	0	0	0	0	0	1	0.998979729	-0.001020271	0.999967362	-3.26E-05
Nyeb	Nyebnak	0	0	1	1	1	0	1	0	0	0	0	0	0.003225832	0.003225832	0.000184072	0.000184072
Nyeb	Nyebnek	1	0	0	0	0	0	0	0	0	0	0	1	0.996774168	-0.003225832	0.999815928	-0.000184072
Búzkink	Búzkinknak	0	0	1	0	0	0	0	0	0	1	0	0	0.788070409	0.788070409	0.877611113	0.877611113
Búzkink	Búzkinknek	1	1	0	0	0	0	0	0	0	0	0	1	0.211929591	-0.788070409	0.122388887	-0.877611113
nér	nérnak	0	0	1	1	0	0	0	1	0	0	0	0	0.056252934	0.056252934	0.014343656	0.014343656
nér	nérnek	1	0	0	0	0	0	0	0	0	0	0	1	0.943747066	-0.056252934	0.985656344	-0.014343656
ges	gesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.008953946	0.008953946	0.000858041	0.000858041
ges	gesnek	1	0	0	0	0	0	0	0	0	0	0	1	0.991046054	-0.008953946	0.999141959	-0.000858041
vogyverés	vogyverésnak	0	0	1	1	0	1	0	0	1	0	0	0	0.141041472	0.141041472	0.062385851	0.062385851
vogyverés	vogyverésnek	1	1	0	0	0	0	0	0	0	0	0	1	0.858958528	-0.141041472	0.937614149	-0.062385851
Mónket	Mónketnak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
Mónket	Mónketnek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
karektes	karektesnak	0	0	1	1	1	1	0	0	1	0	0	0	0.021739042	0.021739042	0.003301735	0.003301735
karektes	karektesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.978260958	-0.021739042	0.996698265	-0.003301735
Nyédt	Nyédtnak	0	0	1	1	0	0	0	0	0	1	0	0	0.037207293	0.037207293	0.007539735	0.007539735
Nyédt	Nyédtnek	1	0	0	0	0	0	0	0	0	0	0	1	0.962792707	-0.037207293	0.992460265	-0.007539735
rels	relsnak	0	0	1	1	1	0	0	0	1	1	0	0	0.002843137	0.002843137	0.000152225	0.000152225
rels	relsnek	1	0	0	0	0	0	0	0	0	0	0	1	0.997156863	-0.002843137	0.999847775	-0.000152225
Barrés	Barrésnak	1	0	1	1	0	0	0	0	1	0	0	1	0.708201811	-0.291798189	0.790840635	-0.209159365
Barrés	Barrésnek	0	1	0	0	0	0	0	0	0	0	0	0	0.291798189	0.291798189	0.209159365	0.209159365
vundem	vundemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
vundem	vundemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
prir	prirnak	0	0	1	0	0	0	0	1	0	0	0	0	0.136264744	0.136264744	0.058967013	0.058967013
prir	prirnek	1	0	0	0	0	0	0	0	0	0	0	1	0.863735256	-0.136264744	0.941032987	-0.058967013
Fársetél	Fársetélnak	0	0	1	1	0	1	0	1	0	0	0	0	0.127861566	0.127861566	0.053151136	0.053151136
Fársetél	Fársetélnek	1	1	0	0	0	0	0	0	0	0	0	1	0.872138434	-0.127861566	0.946848864	-0.053151136
gyorén	gyorénnak	1	0	1	1	0	0	0	1	0	0	0	1	0.684241519	-0.315758481	0.761332715	-0.238667285
gyorén	gyorénnek	0	1	0	0	0	0	0	0	0	0	0	0	0.315758481	0.315758481	0.238667285	0.238667285
Veg	Vegnak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
Veg	Vegnek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
Fonemm	Fonemmnak	0	0	1	1	1	0	1	0	0	1	0	0	0.035800605	0.035800605	0.007103774	0.007103774
Fonemm	Fonemmnek	1	1	0	0	0	0	0	0	0	0	0	1	0.964199395	-0.035800605	0.992896226	-0.007103774
Vazerj	Vazerjnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
Vazerj	Vazerjnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
szapoes	szapoesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
szapoes	szapoesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
holejn	holejnnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
holejn	holejnnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
kakep	kakepnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
kakep	kakepnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
Fogílkep	Fogílkepnak	0	0	1	1	1	1	1	0	0	0	0	0	0.007897084	0.007897084	0.00070967	0.00070967
Fogílkep	Fogílkepnek	1	1	0	0	0	0	0	0	0	0	0	1	0.992102916	-0.007897084	0.99929033	-0.00070967
kásé	kásénak	1	0	1	1	0	0	0	0	0	0	0	1	0.816578061	-0.183421939	0.903784458	-0.096215542
kásé	kásének	0	1	0	0	0	0	0	0	0	0	0	0	0.183421939	0.183421939	0.096215542	0.096215542
vebb	vebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.001020271	0.001020271	3.26E-05	3.26E-05
vebb	vebbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.998979729	-0.001020271	0.999967362	-3.26E-05
kanodelt	kanodeltnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
kanodelt	kanodeltnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
Mókép	Móképnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
Mókép	Móképnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
Kasztrorsik	Kasztrorsiknak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
Kasztrorsik	Kasztrorsiknek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
kózik	kóziknak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
kózik	kóziknek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
Garmeny	Garmenynak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Garmeny	Garmenynek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
Dóssuktém	Dóssuktémnak	1	0	1	1	0	0	1	0	0	0	0	1	0.465057055	-0.534942945	0.44769209	-0.55230791
Dóssuktém	Dóssuktémnek	0	1	0	0	0	0	0	0	0	0	0	0	0.534942945	0.534942945	0.55230791	0.55230791
Pres	Presnak	0	0	1	1	1	0	0	0	1	0	0	0	0.008953946	0.008953946	0.000858041	0.000858041
Pres	Presnek	1	0	0	0	0	0	0	0	0	0	0	1	0.991046054	-0.008953946	0.999141959	-0.000858041
Ákalill	Ákalillnak	0	0	1	0	0	0	0	1	0	1	0	0	0.644129601	0.644129601	0.708890173	0.708890173
Ákalill	Ákalillnek	1	1	0	0	0	0	0	0	0	0	0	1	0.355870399	-0.644129601	0.291109827	-0.708890173
óltín	óltínnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
óltín	óltínnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
fatomszirr	fatomszirrnak	1	0	1	0	0	0	0	1	0	1	0	1	0.644129601	-0.355870399	0.708890173	-0.291109827
fatomszirr	fatomszirrnek	0	1	0	0	0	0	0	0	0	0	0	0	0.355870399	0.355870399	0.291109827	0.291109827
cséncs	cséncsnak	0	0	1	1	0	0	0	0	1	1	0	0	0.020633297	0.020633297	0.003048659	0.003048659
cséncs	cséncsnek	1	0	0	0	0	0	0	0	0	0	0	1	0.979366703	-0.020633297	0.996951341	-0.003048659
tulyzalmebb	tulyzalmebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.035800605	0.035800605	0.007103774	0.007103774
tulyzalmebb	tulyzalmebbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.964199395	-0.035800605	0.992896226	-0.007103774
makédt	makédtnak	1	0	1	1	0	0	0	0	0	1	0	1	0.584190523	-0.415809477	0.624806474	-0.375193526
makédt	makédtnek	0	1	0	0	0	0	0	0	0	0	0	0	0.415809477	0.415809477	0.375193526	0.375193526
szes	szesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.002984649	0.002984649	0.000286014	0.000286014
szes	szesnek	1	0	0	0	0	0	0	0	0	0	0	0.333333333	0.330348685	-0.002984649	0.33304732	-0.000286014
Túskadem	Túskademnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Túskadem	Túskademnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
Feny	Fenynak	0	0	1	1	1	0	0	1	0	0	0	0	0.008002235	0.008002235	0.000723996	0.000723996
Feny	Fenynek	1	0	0	0	0	0	0	0	0	0	0	1	0.991997765	-0.008002235	0.999276004	-0.000723996
Rázmes	Rázmesnak	1	0	1	1	1	0	0	0	1	0	0	1	0.247249975	-0.752750025	0.158424179	-0.841575821
Rázmes	Rázmesnek	0	1	0	0	0	0	0	0	0	0	0	0	0.752750025	0.752750025	0.841575821	0.841575821
Sameténg	Sameténgnak	0	0	1	1	0	1	0	0	0	1	0	0	0.086801186	0.086801186	0.028470588	0.028470588
Sameténg	Sameténgnek	1	1	0	0	0	0	0	0	0	0	0	1	0.913198814	-0.086801186	0.971529412	-0.028470588
halallédt	halallédtnak	0	0	1	1	0	0	0	0	0	1	0	0	0.584190523	0.584190523	0.624806474	0.624806474
halallédt	halallédtnek	1	1	0	0	0	0	0	0	0	0	0	1	0.415809477	-0.584190523	0.375193526	-0.624806474
szens	szensnak	0	0	1	1	1	0	0	0	1	1	0	0	0.002843137	0.002843137	0.000152225	0.000152225
szens	szensnek	1	0	0	0	0	0	0	0	0	0	0	1	0.997156863	-0.002843137	0.999847775	-0.000152225
tátélfet	tátélfetnak	0	0	1	1	1	1	0	0	0	0	0	0	0.039165723	0.039165723	0.008162571	0.008162571
tátélfet	tátélfetnek	1	1	0	0	0	0	0	0	0	0	0	1	0.960834277	-0.039165723	0.991837429	-0.008162571
Áósek	Áóseknak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
Áósek	Áóseknek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
varvém	varvémnak	1	0	1	1	0	0	1	0	0	0	0	1	0.465057055	-0.534942945	0.44769209	-0.55230791
varvém	varvémnek	0	1	0	0	0	0	0	0	0	0	0	0	0.534942945	0.534942945	0.55230791	0.55230791
Stengy	Stengynak	0	0	1	1	1	0	0	0	0	1	0	0	0.005202845	0.005202845	0.00037809	0.00037809
Stengy	Stengynek	1	0	0	0	0	0	0	0	0	0	0	1	0.994797155	-0.005202845	0.99962191	-0.00037809
kalev	kalevnak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
kalev	kalevnek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
ronszálméft	ronszálméftnak	0	0	1	1	0	0	0	0	0	1	0	0	0.584190523	0.584190523	0.624806474	0.624806474
ronszálméft	ronszálméftnek	1	1	0	0	0	0	0	0	0	0	0	1	0.415809477	-0.584190523	0.375193526	-0.624806474
vinsz	vinsznak	0	0	1	0	0	0	0	0	1	1	0	0	0.052816627	0.052816627	0.012996417	0.012996417
vinsz	vinsznek	1	0	0	0	0	0	0	0	0	0	0	1	0.947183373	-0.052816627	0.987003583	-0.012996417
Bálalehn	Bálalehnnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
Bálalehn	Bálalehnnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
Kes	Kesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.001790789	0.001790789	0.000171608	0.000171608
Kes	Kesnek	1	0	0	0	0	0	0	0	0	0	0	0.2	0.198209211	-0.001790789	0.199828392	-0.000171608
Sonamém	Sonamémnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
Sonamém	Sonamémnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
Hambiny	Hambinynak	0	0	1	0	0	0	0	1	0	0	0	0	0.851531878	0.851531878	0.932137706	0.932137706
Hambiny	Hambinynek	1	1	0	0	0	0	0	0	0	0	0	1	0.148468122	-0.851531878	0.067862294	-0.932137706
bátoszpepp	bátoszpeppnak	0	0	1	1	1	0	1	0	0	1	0	0	0.035800605	0.035800605	0.007103774	0.007103774
bátoszpepp	bátoszpeppnek	1	1	0	0	0	0	0	0	0	0	0	1	0.964199395	-0.035800605	0.992896226	-0.007103774
bárges	bárgesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
bárges	bárgesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
mázádiny	mázádinynak	0	0	1	0	0	0	0	1	0	0	0	0	0.851531878	0.851531878	0.932137706	0.932137706
mázádiny	mázádinynek	1	1	0	0	0	0	0	0	0	0	0	1	0.148468122	-0.851531878	0.067862294	-0.932137706
Vágéncs	Vágéncsnak	1	0	1	1	0	0	0	0	1	1	0	1	0.433725606	-0.566274394	0.40131234	-0.59868766
Vágéncs	Vágéncsnek	0	1	0	0	0	0	0	0	0	0	0	0	0.566274394	0.566274394	0.59868766	0.59868766
fárzes	fárzesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
fárzes	fárzesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Andebb	Andebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.035800605	0.035800605	0.007103774	0.007103774
Andebb	Andebbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.964199395	-0.035800605	0.992896226	-0.007103774
tósorem	tósoremnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
tósorem	tósoremnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
askeny	askenynak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
askeny	askenynek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
rórtékk	rórtékknak	0	0	1	1	0	0	0	0	0	1	0	0	0.584190523	0.584190523	0.624806474	0.624806474
rórtékk	rórtékknek	1	1	0	0	0	0	0	0	0	0	0	1	0.415809477	-0.584190523	0.375193526	-0.624806474
Josmig	Josmignak	0	0	1	0	0	0	0	0	0	0	0	0	0.921771741	0.921771741	0.975872979	0.975872979
Josmig	Josmignek	1	1	0	0	0	0	0	0	0	0	0	1	0.078228259	-0.921771741	0.024127021	-0.975872979
Famarehn	Famarehnnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
Famarehn	Famarehnnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
Szozmitild	Szozmitildnak	0	0	1	0	0	1	0	0	0	1	0	0	0.201009	0.201009	0.112047039	0.112047039
Szozmitild	Szozmitildnek	1	1	0	0	0	0	0	0	0	0	0	1	0.798991	-0.201009	0.887952961	-0.112047039
Vótim	Vótimnak	0	0	1	0	0	0	1	0	0	0	0	0	0.697059284	0.697059284	0.777299861	0.777299861
Vótim	Vótimnek	1	1	0	0	0	0	0	0	0	0	0	1	0.302940716	-0.697059284	0.222700139	-0.777299861
kes	kesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.002238487	0.002238487	0.00021451	0.00021451
kes	kesnek	1	0	0	0	0	0	0	0	0	0	0	0.25	0.247761513	-0.002238487	0.24978549	-0.00021451
káde	kádenak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
káde	kádenek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
niny	ninynak	0	0	1	0	0	0	0	1	0	0	0	0	0.136264744	0.136264744	0.058967013	0.058967013
niny	ninynek	1	0	0	0	0	0	0	0	0	0	0	1	0.863735256	-0.136264744	0.941032987	-0.058967013
Kosip	Kosipnak	1	0	1	0	0	0	1	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
Kosip	Kosipnek	0	1	0	0	0	0	0	0	0	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
szóledt	szóledtnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
szóledt	szóledtnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
Get	Getnak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
Get	Getnek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
duhirn	duhirnnak	1	0	1	0	0	0	0	1	0	1	0	1	0.644129601	-0.355870399	0.708890173	-0.291109827
duhirn	duhirnnek	0	1	0	0	0	0	0	0	0	0	0	0	0.355870399	0.355870399	0.291109827	0.291109827
káslen	káslennak	1	0	1	1	1	0	0	1	0	0	0	1	0.226765369	-0.773234631	0.137051293	-0.862948707
káslen	káslennek	0	1	0	0	0	0	0	0	0	0	0	0	0.773234631	0.773234631	0.862948707	0.862948707
debb	debbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.001020271	0.001020271	3.26E-05	3.26E-05
debb	debbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.998979729	-0.001020271	0.999967362	-3.26E-05
Nyórolles	Nyórollesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Nyórolles	Nyórollesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Kes	Kesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.001790789	0.001790789	0.000171608	0.000171608
Kes	Kesnek	1	0	0	0	0	0	0	0	0	0	0	0.2	0.198209211	-0.001790789	0.199828392	-0.000171608
Kosterért	Kosterértnak	0	0	1	1	0	1	0	0	0	1	0	0	0.086801186	0.086801186	0.028470588	0.028470588
Kosterért	Kosterértnek	1	1	0	0	0	0	0	0	0	0	0	1	0.913198814	-0.086801186	0.971529412	-0.028470588
Hoprótszer	Hoprótszernak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Hoprótszer	Hoprótszernek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
kálatím	kálatímnak	1	0	1	0	0	0	1	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
kálatím	kálatímnek	0	1	0	0	0	0	0	0	0	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
éjzs	éjzsnak	0	0	1	1	0	0	0	0	1	1	0	0	0.020633297	0.020633297	0.003048659	0.003048659
éjzs	éjzsnek	1	0	0	0	0	0	0	0	0	0	0	1	0.979366703	-0.020633297	0.996951341	-0.003048659
Golospill	Golospillnak	1	0	1	0	0	0	0	1	0	1	0	1	0.644129601	-0.355870399	0.708890173	-0.291109827
Golospill	Golospillnek	0	1	0	0	0	0	0	0	0	0	0	0	0.355870399	0.355870399	0.291109827	0.291109827
vordidé	vordidénak	0	0	1	1	0	1	0	0	0	0	0	0	0.231475217	0.231475217	0.141851065	0.141851065
vordidé	vordidének	1	1	0	0	0	0	0	0	0	0	0	1	0.768524783	-0.231475217	0.858148935	-0.141851065
mes	mesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.004476973	0.004476973	0.000429021	0.000429021
mes	mesnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.495523027	-0.004476973	0.499570979	-0.000429021
Anúgzem	Anúgzemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Anúgzem	Anúgzemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
bóséjt	bóséjtnak	0	0	1	1	0	0	0	0	0	1	0	0	0.584190523	0.584190523	0.624806474	0.624806474
bóséjt	bóséjtnek	1	1	0	0	0	0	0	0	0	0	0	1	0.415809477	-0.584190523	0.375193526	-0.624806474
dolegerc	dolegercnak	0	0	1	1	1	1	0	0	1	1	0	0	0.006964089	0.006964089	0.00058694	0.00058694
dolegerc	dolegercnek	1	1	0	0	0	0	0	0	0	0	0	1	0.993035911	-0.006964089	0.99941306	-0.00058694
drukáppén	drukáppénnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
drukáppén	drukáppénnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
Plokvé	Plokvénak	0	0	1	1	0	0	0	0	0	0	0	0	0.816578061	0.816578061	0.903784458	0.903784458
Plokvé	Plokvének	1	1	0	0	0	0	0	0	0	0	0	1	0.183421939	-0.816578061	0.096215542	-0.903784458
Szib	Szibnak	0	0	1	0	0	0	1	0	0	0	0	0	0.059524366	0.059524366	0.015673288	0.015673288
Szib	Szibnek	1	0	0	0	0	0	0	0	0	0	0	1	0.940475634	-0.059524366	0.984326712	-0.015673288
Hébb	Hébbnak	0	0	1	1	0	0	1	0	0	1	0	0	0.007490012	0.007490012	0.000655144	0.000655144
Hébb	Hébbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.992509988	-0.007490012	0.999344856	-0.000655144
Kápites	Kápitesnak	0	0	1	1	1	1	0	0	1	0	0	0	0.021739042	0.021739042	0.003301735	0.003301735
Kápites	Kápitesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.978260958	-0.021739042	0.996698265	-0.003301735
konyig	konyignak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
konyig	konyignek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
talasén	talasénnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
talasén	talasénnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
énd	éndnak	0	0	1	1	0	0	0	0	0	1	0	0	0.037207293	0.037207293	0.007539735	0.007539735
énd	éndnek	1	0	0	0	0	0	0	0	0	0	0	1	0.962792707	-0.037207293	0.992460265	-0.007539735
Fátir	Fátirnak	0	0	1	0	0	0	0	1	0	0	0	0	0.851531878	0.851531878	0.932137706	0.932137706
Fátir	Fátirnek	1	1	0	0	0	0	0	0	0	0	0	1	0.148468122	-0.851531878	0.067862294	-0.932137706
nyánsádín	nyánsádínnak	0	0	1	0	0	0	0	1	0	0	0	0	0.851531878	0.851531878	0.932137706	0.932137706
nyánsádín	nyánsádínnek	1	1	0	0	0	0	0	0	0	0	0	1	0.148468122	-0.851531878	0.067862294	-0.932137706
Savik	Saviknak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
Savik	Saviknek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
gyokcet	gyokcetnak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
gyokcet	gyokcetnek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
kes	kesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.002238487	0.002238487	0.00021451	0.00021451
kes	kesnek	1	0	0	0	0	0	0	0	0	0	0	0.25	0.247761513	-0.002238487	0.24978549	-0.00021451
vatatinc	vatatincnak	0	0	1	0	0	0	0	0	1	1	0	0	0.669664197	0.669664197	0.742690545	0.742690545
vatatinc	vatatincnek	1	1	0	0	0	0	0	0	0	0	0	1	0.330335803	-0.669664197	0.257309455	-0.742690545
Kogyotim	Kogyotimnak	0	0	1	0	0	0	1	0	0	0	0	0	0.697059284	0.697059284	0.777299861	0.777299861
Kogyotim	Kogyotimnek	1	1	0	0	0	0	0	0	0	0	0	1	0.302940716	-0.697059284	0.222700139	-0.777299861
Varrarell	Varrarellnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
Varrarell	Varrarellnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
Ralárelt	Raláreltnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
Ralárelt	Raláreltnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
Ulvégis	Ulvégisnak	0	0	1	0	0	1	0	0	1	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
Ulvégis	Ulvégisnek	1	1	0	0	0	0	0	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
tátem	tátemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
tátem	tátemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
kebb	kebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.000510135	0.000510135	1.63E-05	1.63E-05
kebb	kebbnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.499489865	-0.000510135	0.499983681	-1.63E-05
